Alt (m);Mach number;Throttle;Power (kW);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;;Power (kW)
6000;0.6;0.613662584;500000;74.7663;0.89303;0.88112;0.99931;1.9438;0.037383;0.3101523;-10;10.301;655.94;0.02137;345.37;;;;500
6000;0.6;0.859127617;700000;72.8309;0.95606;0.9757;0.99964;2.3659;0.050982;0.318394;-10;13.036;695.77;0.023945;641.33;;;;700
6000;0.6;1.104592651;900000;74.5592;1.0107;1.0747;0.99989;2.7578;0.067103;0.3110137;-10;15.828;738.06;0.02704;1029.42;;;;900
7000;0;0.158231153;100010;144.151;0.69024;0.55337;0.9977;0.77516;0.014416;0.1608655;-10;3.8999;538;0.020664;142.36;;;;100.01
7000;0;0.474645993;300000;85.6059;0.83678;0.83347;0.9988;1.3534;0.025682;0.2708801;-10;7.0193;604.94;0.021083;399.29;;;;300
7000;0;0.791076655;500000;76.7134;0.9232;0.96372;0.99931;1.7986;0.038357;0.30228;-10;9.7487;653.62;0.023696;721.78;;;;500
7000;0;1.107507317;700000;77.4062;0.99751;1.0771;0.99964;2.1329;0.054184;0.2995746;-10;12.282;715.4;0.028226;1106.4;;;;700
7000;0.2;0.154941361;100010;143.7386;0.68803;0.54409;0.9977;0.7756;0.014375;0.1613271;-10;3.9005;539.06;0.020594;94.95;;;;100.01
7000;0.2;0.464777604;300000;85.2781;0.83515;0.82878;0.9988;1.3563;0.025583;0.2719211;-10;7.0268;605.73;0.020958;316.82;;;;300
7000;0.2;0.77462934;500000;76.34;0.92085;0.95593;0.99931;1.8067;0.03817;0.3037587;-10;9.7708;653.28;0.023473;613.24;;;;500
7000;0.2;1.084481076;700000;76.8793;0.99346;1.0692;0.99964;2.1535;0.053816;0.3016278;-10;12.342;712.54;0.027766;981.37;;;;700
7000;0.4;0.146027713;100010;142.5162;0.68188;0.51832;0.9977;0.77687;0.014253;0.1627109;-10;3.9024;542.31;0.020385;47.46;;;;100.01
7000;0.4;0.438039336;300000;84.2571;0.83043;0.80972;0.9988;1.3658;0.025277;0.2752165;-10;7.0507;607.82;0.020564;234.31;;;;300
7000;0.4;0.73006556;500000;75.2796;0.91484;0.93636;0.99931;1.8288;0.03764;0.3080372;-10;9.8303;653.08;0.022869;505.25;;;;500
7000;0.4;1.022091784;700000;75.3772;0.98259;1.0507;0.99964;2.209;0.052764;0.3076387;-10;12.498;705.69;0.026547;859.91;;;;700
7000;0.6;0.404241844;300000;82.3705;0.81785;0.77465;0.9988;1.3838;0.024711;0.2815199;-10;7.0931;610.13;0.019842;150.24;;;;300
7000;0.6;0.673736407;500000;73.7031;0.90191;0.90838;0.99931;1.8585;0.036852;0.3146265;-10;9.9103;654.53;0.022035;394.96;;;;500
7000;0.6;0.94323097;700000;73.5417;0.96941;1.0124;0.99964;2.2718;0.051479;0.3153169;-10;12.682;701.3;0.025182;733.63;;;;700
7000;0.6;1.212725533;900000;77.0974;1.0345;1.1108;0.99989;2.6162;0.069388;0.3007744;-10;15.402;756.81;0.029476;1157.26;;;;900
8000;0;0.176893008;100010;137.5182;0.67662;0.56812;0.9977;0.70599;0.013753;0.1686245;-10;3.5875;534.65;0.021645;137.92;;;;100.01
8000;0;0.530625962;300000;83.1345;0.83984;0.851;0.9988;1.2726;0.02494;0.2789327;-10;6.6433;602.52;0.021776;405.94;;;;300
8000;0;0.884376603;500000;76.5568;0.93407;0.99747;0.99931;1.7024;0.038278;0.3028985;-10;9.3598;659.5;0.024984;752.74;;;;500
8000;0;1.238127244;700000;79.9839;1.0237;1.1185;0.99964;1.9932;0.055989;0.2899201;-10;11.841;740.14;0.031211;1172.32;;;;700
8000;0.2;0.173237485;100010;137.2036;0.67494;0.55846;0.9977;0.70607;0.013722;0.1690111;-10;3.5875;535.84;0.021593;95.34;;;;100.01
8000;0.2;0.519660488;300000;82.8372;0.83806;0.84417;0.9988;1.2752;0.024851;0.2799337;-10;6.6502;603.23;0.021653;329.53;;;;300
8000;0.2;0.866100814;500000;76.1325;0.93155;0.98937;0.99931;1.7131;0.038066;0.3045864;-10;9.3891;658.36;0.02469;652.3;;;;500
8000;0.2;1.21254114;700000;79.34;1.019;1.1117;0.99964;2.0193;0.055538;0.2922728;-10;11.919;735.26;0.030558;1059.98;;;;700
8000;0.4;0.163201697;100010;136.1728;0.66957;0.53169;0.9977;0.70688;0.013618;0.1702905;-10;3.5884;539.08;0.021406;52.73;;;;100.01
8000;0.4;0.489556136;300000;81.9375;0.83315;0.82859;0.9988;1.2833;0.024581;0.2830076;-10;6.6713;605.47;0.021282;253.15;;;;300
8000;0.4;0.815926893;500000;74.996;0.92461;0.96597;0.99931;1.74;0.037498;0.3092023;-10;9.463;656.4;0.023945;552.92;;;;500
8000;0.4;1.14229765;700000;77.699;1.0057;1.0891;0.99964;2.0859;0.054389;0.2984456;-10;12.119;724.49;0.028971;954.47;;;;700
8000;0.6;0.14943147;100010;134.2395;0.65755;0.49319;0.9977;0.70952;0.013425;0.1727429;-10;3.5928;543.87;0.021024;9.87;;;;100.01
8000;0.6;0.448249585;300000;80.2859;0.82294;0.79749;0.9988;1.2993;0.024086;0.2888293;-10;6.7104;608.26;0.0206;175.66;;;;300
8000;0.6;0.747082642;500000;73.2989;0.91456;0.93361;0.99931;1.7759;0.036649;0.3163611;-10;9.5587;655.76;0.022936;450.5;;;;500
8000;0.6;1.045915699;700000;75.329;0.98764;1.0563;0.99964;2.179;0.05273;0.3078355;-10;12.391;712.49;0.026896;844.72;;;;700
0;0;0.099980008;100020;211.7638;0.76022;0.45292;0.9977;1.3308;0.021181;0.1095038;0;6.5747;580.89;0.017684;174.91;;;;100.02
0;0;0.299960016;300080;115.2666;0.84904;0.70298;0.9988;2.0798;0.034589;0.2011765;0;10.667;651.17;0.018478;411.91;;;;300.08
0;0;0.499920032;500120;93.9349;0.90415;0.83798;0.99931;2.5675;0.046979;0.2468617;0;13.628;690.07;0.020331;640.08;;;;500.12
0;0;0.699880048;700160;84.6336;0.94782;0.91625;0.99964;2.9794;0.059257;0.273992;0;16.252;717.85;0.022099;882.05;;;;700.16
0;0;0.899840064;900200;79.8753;0.98392;0.9749;0.99989;3.3652;0.071904;0.2903143;0;18.785;741.29;0.023741;1150.46;;;;900.2
0;0;1;1000400;78.87550882;0.999823487;0.999498196;0.999995421;3.534224749;0.078806555;0.294041027;0;19.99583367;754.2166032;0.024728442;1295.71486;;;;
0;0;1.099360256;1099800;77.8837;1.0156;1.0239;1.0001;3.7019;0.085654;0.297738;0;21.197;767.04;0.025708;1439.81;;;;1099.8
0;0.2;0.09820324;100020;209.985;0.75691;0.44636;0.9977;1.3368;0.021003;0.1104314;0;6.5868;581.31;0.017457;84.35;;;;100.02
0;0.2;0.29455081;300000;114.5928;0.84665;0.69463;0.9988;2.0857;0.034378;0.2023595;0;10.68;651.9;0.018315;270.59;;;;300
0;0.2;0.490918017;500000;93.4585;0.9023;0.82957;0.99931;2.574;0.046729;0.2481202;0;13.645;690.9;0.020171;465.78;;;;500
0;0.2;0.687285223;700000;84.2755;0.94531;0.90992;0.99964;2.9854;0.058993;0.2751564;0;16.268;718.89;0.021956;679.8;;;;700
0;0.2;0.88365243;900000;79.5109;0.98244;0.96692;0.99989;3.3746;0.07156;0.2916447;0;18.811;741.95;0.023561;922.58;;;;900
0;0.2;1.080019637;1100000;77.442;1.0131;1.0173;1.0001;3.7175;0.085186;0.2994359;0;21.241;766.97;0.025461;1190.3;;;;1100
0;0.4;0.279876854;300000;112.5899;0.84051;0.6649;0.9988;2.1012;0.033777;0.2059592;0;10.715;654.35;0.017862;128.17;;;;300
0;0.4;0.466461424;500000;91.9604;0.89732;0.80214;0.99931;2.5937;0.04598;0.2521621;0;13.694;693.32;0.019698;290.64;;;;500
0;0.4;0.653045993;700000;83.0455;0.93739;0.88542;0.99964;3.007;0.058132;0.2792317;0;16.324;721.3;0.021481;477.09;;;;700
0;0.4;0.839630563;900000;78.4399;0.9763;0.94579;0.99989;3.3983;0.070596;0.2956268;0;18.877;744.63;0.023083;694.12;;;;900
0;0.4;1.026215132;1100000;76.162;1.0061;0.99936;1.0001;3.7645;0.083778;0.3044683;0;21.372;766.85;0.024728;941.4;;;;1100
0;0.6;0.436681223;500000;89.3901;0.88515;0.74393;0.99931;2.6281;0.044695;0.2594127;0;13.773;696.47;0.0189;111.6;;;;500
0;0.6;0.611353712;700000;80.9971;0.92772;0.84349;0.99964;3.0429;0.056698;0.2862935;0;16.416;725.56;0.020707;270.71;;;;700
0;0.6;0.786026201;900000;76.7418;0.96356;0.91171;0.99989;3.4333;0.069068;0.302168;0;18.972;749.57;0.022356;462.03;;;;900
0;0.6;0.96069869;1100000;74.42;0.9978;0.96422;1.0001;3.8166;0.081862;0.3115956;0;21.519;770.27;0.023835;685.84;;;;1100
0;0.6;1.135371179;1300000;73.4788;1.0235;1.0132;1.0003;4.1801;0.095522;0.3155868;0;24.044;790.74;0.025391;942.12;;;;1300
1000;0;0.106505095;100020;200.3349;0.75592;0.46626;0.9977;1.2345;0.020038;0.1157509;0;6.1168;577.75;0.018035;169.29;;;;100.02
1000;0;0.319451395;300000;110.0171;0.84759;0.72677;0.9988;1.9514;0.033005;0.2107758;0;10.029;647.39;0.018793;405.67;;;;300
1000;0;0.532418992;500000;90.4104;0.90533;0.85652;0.99931;2.4234;0.045205;0.2564853;0;12.898;686.22;0.020726;638.14;;;;500
1000;0;0.745386589;700000;82.0501;0.95243;0.93075;0.99964;2.8344;0.057435;0.2826193;0;15.503;714.02;0.022515;892.14;;;;700
1000;0;0.958354186;900000;78.4323;0.99013;0.99329;0.99989;3.1998;0.070589;0.2956554;0;17.989;741.65;0.024511;1173.73;;;;900
1000;0;1.171321783;1100000;77.0633;1.0248;1.0493;1.0001;3.5351;0.08477;0.3009076;0;20.417;769.5;0.026644;1484.34;;;;1100
1000;0.2;0.104662844;100020;198.8772;0.7526;0.45926;0.9977;1.2391;0.019892;0.1165992;0;6.1265;578.33;0.017837;86.26;;;;100.02
1000;0.2;0.313925746;300000;109.3817;0.8452;0.71428;0.9988;1.9567;0.032815;0.212;0;10.041;648.03;0.018634;274.58;;;;300
1000;0.2;0.523209577;500000;89.9708;0.90346;0.84811;0.99931;2.4291;0.044985;0.2577384;0;12.912;687.1;0.020577;475.53;;;;500
1000;0.2;0.732493408;700000;81.7249;0.95003;0.92472;0.99964;2.839;0.057207;0.2837437;0;15.516;715.2;0.02239;701.9;;;;700
1000;0.2;0.941777238;900000;77.9935;0.98781;0.98734;0.99989;3.2133;0.070194;0.2973188;0;18.025;741.6;0.024272;960.34;;;;900
1000;0.2;1.151061069;1100000;76.6622;1.0221;1.0416;1.0001;3.5504;0.084328;0.3024819;0;20.461;769.28;0.02639;1249.3;;;;1100
1000;0.4;0.099522388;100020;194.2966;0.74208;0.4396;0.9977;1.254;0.019434;0.1193481;0;6.157;579.8;0.017219;1.95;;;;100.02
1000;0.4;0.298507463;300000;107.4699;0.83857;0.68702;0.9988;1.9724;0.032241;0.2157714;0;10.076;650.1;0.018163;142.54;;;;300
1000;0.4;0.497512438;500000;88.6062;0.89813;0.82308;0.99931;2.447;0.044303;0.2617078;0;12.958;689.58;0.020117;312.27;;;;500
1000;0.4;0.696517413;700000;80.6988;0.94281;0.90668;0.99964;2.8549;0.056489;0.2873517;0;15.559;718.41;0.021986;511.43;;;;700
1000;0.4;0.895522388;900000;76.795;0.98222;0.96711;0.99989;3.2473;0.069116;0.3019588;0;18.119;742.51;0.023649;746.63;;;;900
1000;0.4;1.094527363;1100000;75.4632;1.0147;1.0201;1.0001;3.5955;0.083009;0.3072881;0;20.589;768.92;0.025653;1015.3;;;;1100
1000;0.6;0.277829228;300000;104.6043;0.82951;0.63539;0.9988;1.9928;0.031381;0.2216825;0;10.121;654.67;0.017498;7.96;;;;300
1000;0.6;0.463048713;500000;86.2741;0.88776;0.77344;0.99931;2.4783;0.043137;0.268782;0;13.033;693.09;0.019342;145.74;;;;500
1000;0.6;0.648268198;700000;78.8067;0.93144;0.86667;0.99964;2.8887;0.055165;0.2942507;0;15.647;722.53;0.021221;318.25;;;;700
1000;0.6;0.833487683;900000;75.2139;0.97125;0.93574;0.99989;3.2804;0.067693;0.3083065;0;18.213;747.5;0.02293;528.09;;;;900
1000;0.6;1.018707168;1100000;73.5624;1.0044;0.98874;1.0001;3.6638;0.080919;0.3152278;0;20.784;769.68;0.024542;776;;;;1100
2000;0;0.113989401;100020;189.5752;0.74938;0.48177;0.9977;1.1451;0.018961;0.1223205;0;5.6916;574.61;0.018399;164.25;;;;100.02
2000;0;0.341899823;300000;105.0722;0.84642;0.75178;0.9988;1.8292;0.031522;0.2206952;0;9.4232;643.36;0.019148;400.02;;;;300
2000;0;0.569833039;500000;87.2008;0.9075;0.87535;0.99931;2.2879;0.0436;0.2659258;0;12.216;682.4;0.021175;638.74;;;;500
2000;0;0.797766254;700000;79.9071;0.95795;0.95305;0.99964;2.6981;0.055935;0.2901986;0;14.817;711.41;0.023035;908.07;;;;700
2000;0;1.02569947;900000;77.3919;0.99817;1.0154;0.99989;3.0473;0.069653;0.29963;0;17.274;743.39;0.025398;1206.53;;;;900
2000;0.2;0.112000717;100020;188.3894;0.74629;0.47421;0.9977;1.1485;0.018843;0.1230904;0;5.6985;575.32;0.01823;88.12;;;;100.02
2000;0.2;0.335934963;300000;104.4953;0.844;0.74077;0.9988;1.8339;0.031349;0.2219136;0;9.4337;644.02;0.018993;278.58;;;;300
2000;0.2;0.559891605;500000;86.8032;0.90548;0.86722;0.99931;2.2929;0.043402;0.2671436;0;12.229;683.3;0.021032;487;;;;500
2000;0.2;0.783848247;700000;79.5443;0.95626;0.94516;0.99964;2.705;0.055681;0.2915223;0;14.836;712.14;0.022872;729.45;;;;700
2000;0.2;1.007804889;900000;76.9826;0.99572;1.0082;0.99989;3.0603;0.069284;0.3012229;0;17.311;743.25;0.025156;1006.01;;;;900
2000;0.4;0.106540264;100020;184.531;0.73703;0.45336;0.9977;1.1606;0.018457;0.1256641;0;5.7237;577.13;0.01767;11.06;;;;100.02
2000;0.4;0.319556881;300000;102.7843;0.8375;0.70406;0.9988;1.8476;0.030835;0.2256076;0;9.4624;646;0.018547;156.25;;;;300
2000;0.4;0.532594802;500000;85.588;0.89996;0.84305;0.99931;2.3085;0.042794;0.2709368;0;12.269;685.87;0.020597;334.85;;;;500
2000;0.4;0.745632723;700000;78.6012;0.94859;0.92397;0.99964;2.7197;0.055021;0.29502;0;14.877;715.3;0.022478;550.3;;;;700
2000;0.4;0.958670643;900000;75.764;0.98881;0.98962;0.99989;3.0987;0.068188;0.306068;0;17.418;743.08;0.02445;806.24;;;;900
2000;0.4;1.171708564;1100000;75.1051;1.025;1.0472;1.0001;3.4407;0.082616;0.308753;0;19.894;772.23;0.026679;1097.95;;;;1100
2000;0.6;0.295566502;300000;100.032;0.82771;0.65835;0.9988;1.8692;0.03001;0.2318152;0;9.513;650;0.01784;31.71;;;;300
2000;0.6;0.492610837;500000;83.4791;0.89127;0.80082;0.99931;2.3369;0.04174;0.2777814;0;12.34;689.72;0.019846;180.05;;;;500
2000;0.6;0.689655172;700000;76.9428;0.93664;0.89059;0.99964;2.7477;0.05386;0.301379;0;14.953;719.99;0.021781;369.02;;;;700
2000;0.6;0.886699507;900000;73.9781;0.97966;0.95569;0.99989;3.1483;0.06658;0.3134569;0;17.558;745.26;0.023498;601.45;;;;900
2000;0.6;1.083743842;1100000;73.2429;1.0132;1.0138;1.0001;3.5121;0.080567;0.3166031;0;20.101;771.81;0.025489;873.75;;;;1100
3000;0;0.122423501;100020;179.3791;0.74194;0.49663;0.9977;1.0578;0.017942;0.1292733;0;5.2782;570.98;0.018846;158.85;;;;100.02
3000;0;0.367197062;300000;100.5275;0.84591;0.77498;0.9988;1.7145;0.030158;0.2306726;0;8.8582;639.68;0.019546;395.73;;;;300
3000;0;0.611995104;500000;84.2946;0.91124;0.8917;0.99931;2.1628;0.042147;0.2750938;0;11.589;678.84;0.021654;642.72;;;;500
3000;0;0.856793146;700000;78.3951;0.964;0.97158;0.99964;2.5588;0.054877;0.2957955;0;14.158;711.82;0.023831;927.13;;;;700
3000;0;1.101591187;900000;76.6959;1.0079;1.0447;0.99989;2.9076;0.069026;0.3023491;0;16.637;746.3;0.026379;1248.61;;;;900
3000;0.2;0.120374048;100020;178.3878;0.73926;0.48868;0.9977;1.0605;0.017842;0.1299917;0;5.2837;571.78;0.018695;89.36;;;;100.02
3000;0.2;0.361049933;300000;100.0003;0.84334;0.76643;0.9988;1.7192;0.03;0.2318886;0;8.8705;640.32;0.019389;283.44;;;;300
3000;0.2;0.601749889;500000;83.9459;0.90894;0.88648;0.99931;2.1669;0.041973;0.2762365;0;11.6;679.85;0.021523;500.99;;;;500
3000;0.2;0.842449844;700000;77.966;0.96179;0.9658;0.99964;2.5694;0.054576;0.2974235;0;14.187;711.78;0.023601;760.47;;;;700
3000;0.2;1.0831498;900000;76.3143;1.0053;1.0359;0.99989;2.9202;0.068683;0.3038607;0;16.673;746.07;0.026135;1059.91;;;;900
3000;0.4;0.114531089;100020;175.1362;0.73102;0.46662;0.9977;1.07;0.017517;0.1324051;0;5.3032;573.8;0.018191;19.16;;;;100.02
3000;0.4;0.343524562;300000;98.4479;0.83659;0.73294;0.9988;1.7319;0.029534;0.2355451;0;8.8985;642.25;0.018948;170.31;;;;300
3000;0.4;0.572540937;500000;82.8518;0.90261;0.86387;0.99931;2.1808;0.041426;0.2798844;0;11.636;682.46;0.021106;359.11;;;;500
3000;0.4;0.801557311;700000;76.8098;0.95581;0.94631;0.99964;2.5961;0.053767;0.3019008;0;14.26;712.71;0.023012;593.65;;;;700
3000;0.4;1.030573686;900000;75.1832;0.998;1.0131;0.99989;2.9568;0.067665;0.3084324;0;16.778;745.67;0.025428;872.5;;;;900
3000;0.6;0.318305765;300000;95.9124;0.82669;0.6824;0.9988;1.7521;0.028774;0.2417719;0;8.9445;645.84;0.018246;55.03;;;;300
3000;0.6;0.530509608;500000;80.9502;0.89406;0.82466;0.99931;2.2064;0.040475;0.2864593;0;11.703;686.51;0.020382;215.06;;;;500
3000;0.6;0.742713451;700000;75.3495;0.94391;0.91483;0.99964;2.6189;0.052745;0.3077518;0;14.325;717.95;0.022378;423.08;;;;700
3000;0.6;0.954917294;900000;73.2778;0.98692;0.98345;0.99989;3.0181;0.06595;0.3164522;0;16.952;745.44;0.02428;681.4;;;;900
3000;0.6;1.167121137;1100000;73.4628;1.0249;1.0422;1.0001;3.3714;0.080809;0.3156556;0;19.509;776.21;0.026633;986.91;;;;1100
4000;0;0.131994299;100020;170.0464;0.73367;0.51246;0.9977;0.97554;0.017008;0.1363682;0;4.8914;567.69;0.019373;153.87;;;;100.02
4000;0;0.395903716;300000;96.4377;0.84686;0.79469;0.9988;1.603;0.028931;0.2404551;0;8.3176;636.15;0.020054;391.94;;;;300
4000;0;0.659839527;500000;81.7472;0.91599;0.90911;0.99931;2.0498;0.040874;0.2836664;0;11.026;675.62;0.022159;651.78;;;;500
4000;0;0.923775338;700000;77.3518;0.97202;0.99427;0.99964;2.4309;0.054146;0.2997852;0;13.572;713.74;0.024753;954.5;;;;700
4000;0;1.187711149;900000;76.4682;1.0202;1.0821;0.99989;2.7772;0.068821;0.3032495;0;16.069;751.28;0.027539;1300.97;;;;900
4000;0.2;0.129793281;100020;169.2277;0.73141;0.50414;0.9977;0.97754;0.016926;0.137028;0;4.8957;568.59;0.019239;90.58;;;;100.02
4000;0.2;0.389301982;300000;95.9466;0.84427;0.78593;0.9988;1.6071;0.028784;0.2416859;0;8.3263;636.75;0.019903;288.07;;;;300
4000;0.2;0.648836636;500000;81.4371;0.9135;0.90165;0.99931;2.0538;0.040719;0.2847464;0;11.038;676.53;0.022029;519.34;;;;500
4000;0.2;0.90837129;700000;76.9514;0.96966;0.98727;0.99964;2.4413;0.053866;0.301345;0;13.601;713.57;0.024519;798.4;;;;700
4000;0.2;1.167905945;900000;76.0839;1.0173;1.0722;0.99989;2.7908;0.068476;0.3047811;0;16.109;750.73;0.027267;1123.67;;;;900
4000;0.4;0.123664556;100010;166.5288;0.72427;0.48106;0.9977;0.98501;0.016654;0.1392488;0;4.9114;570.91;0.018786;26.76;;;;100.01
4000;0.4;0.370956573;300000;94.511;0.83697;0.7586;0.9988;1.6195;0.028353;0.2453569;0;8.3559;638.57;0.019453;183.83;;;;300
4000;0.4;0.618260956;500000;80.483;0.90672;0.88553;0.99931;2.0651;0.040242;0.288122;0;11.068;679.52;0.021652;386.54;;;;500
4000;0.4;0.865565338;700000;75.7585;0.96301;0.969;0.99964;2.4719;0.053031;0.3060902;0;13.686;713.35;0.023838;643.05;;;;700
4000;0.4;1.11286972;900000;74.994;1.0092;1.0446;0.99989;2.8283;0.067495;0.3092103;0;16.219;749.66;0.026517;948.38;;;;900
4000;0.6;0.343756804;300000;92.1757;0.82679;0.70092;0.9988;1.6387;0.027653;0.2515731;0;8.3993;641.75;0.01875;77.48;;;;300
4000;0.6;0.572928006;500000;78.7862;0.89742;0.84804;0.99931;2.0875;0.039393;0.2943275;0;11.128;683.73;0.020967;252.23;;;;500
4000;0.6;0.802099208;700000;74.0936;0.95206;0.93593;0.99964;2.5085;0.051866;0.3129681;0;13.789;715.88;0.022973;483.8;;;;700
4000;0.6;1.031270411;900000;73.2261;0.99741;1.0079;0.99989;2.8873;0.065904;0.3166756;0;16.391;749;0.025362;769.92;;;;900
5000;0;0.14304308;100010;161.3462;0.72476;0.52904;0.9977;0.89801;0.016136;0.1437216;0;4.5287;564.61;0.019965;149.18;;;;100.01
5000;0;0.429086332;300000;92.7475;0.84887;0.81286;0.9988;1.4988;0.027824;0.2500222;0;7.8165;633.19;0.020627;389.86;;;;300
5000;0;0.715143887;500000;79.6497;0.92307;0.93135;0.99931;1.9444;0.039825;0.2911363;0;10.513;673.57;0.022762;665.46;;;;500
5000;0;1.001201442;700000;76.6728;0.9818;1.0245;0.99964;2.3138;0.053671;0.3024402;0;13.049;716.95;0.02578;989.57;;;;700
5000;0.2;0.140688743;100010;160.681;0.72287;0.52033;0.9977;0.89937;0.016069;0.1443166;0;4.5314;565.59;0.019853;91.63;;;;100.01
5000;0.2;0.422024027;300000;92.2851;0.8461;0.80502;0.9988;1.5028;0.027686;0.2512749;0;7.825;633.79;0.020473;293.97;;;;300
5000;0.2;0.703373379;500000;79.3009;0.9198;0.92533;0.99931;1.9497;0.03965;0.2924172;0;10.527;674.1;0.022601;541.46;;;;500
5000;0.2;0.98472273;700000;76.3104;0.97935;1.0159;0.99964;2.3237;0.053417;0.3038765;0;13.078;716.73;0.025547;843.25;;;;700
5000;0.2;1.266072082;900000;76.8704;1.0342;1.1038;0.99989;2.6506;0.069183;0.3016626;0;15.569;761.87;0.029005;1199.49;;;;900
5000;0.4;0.134024763;100020;158.4488;0.71675;0.49615;0.9977;0.90486;0.015848;0.1463497;0;4.5433;568.2;0.019459;33.78;;;;100.02
5000;0.4;0.40199389;300000;90.9602;0.83834;0.78113;0.9988;1.5147;0.027288;0.254935;0;7.854;635.46;0.020018;197.86;;;;300
5000;0.4;0.669989816;500000;78.415;0.91242;0.90251;0.99931;1.9606;0.039207;0.2957207;0;10.557;676.79;0.022221;417.28;;;;500
5000;0.4;0.937985743;700000;75.1967;0.97227;0.99342;0.99964;2.3535;0.052638;0.3083771;0;13.162;716.17;0.024854;698.01;;;;700
5000;0.4;1.205981669;900000;75.4531;1.0237;1.0866;0.99989;2.7121;0.067908;0.3073289;0;15.753;756.2;0.027825;1041.61;;;;900
5000;0.6;0.373115765;300000;88.7596;0.82735;0.73281;0.9988;1.534;0.026628;0.2612556;0;7.9001;638.36;0.019286;99.85;;;;300
